,Job Name,Company,Salary,Rating,New Job,Apply Here
0,Python Developer,KGS Technology Group Inc,$60 - $65 an hour,4.4,Yes,https://www.indeed.com/company/KGS-Technology-Group-Inc/jobs/Python-Developer-ae0efddc31be2b68?fccid=ce626fc72d7eb30c&vjs=3
1,Software Engineer - Apprentice,wepay,Not Disclosed,4.0,No,https://www.indeed.com/rc/clk?jk=4d532361313682c1&fccid=62ed771460d18f9d&vjs=3
2,Python Automation Tester,Iconic Technology Group,Not Disclosed,N/A,Yes,https://www.indeed.com/rc/clk?jk=f8a2724a40eeb368&fccid=57e69e37609982f0&vjs=3
3,Python Developer,Veridian Tech Solution,"$75,654 - $180,527 a year",N/A,No,https://www.indeed.com/company/Viridians-tech-solution/jobs/Python-Developer-7d31e694eb6281cd?fccid=7009e2eedf2b72bc&vjs=3
4,Training and placement for Business Analyst,Precision Technologies Corp,$38 - $45 an hour,N/A,No,https://www.indeed.com/company/Precision-technologies/jobs/Training-Placement-Business-Analyst-f59288bfe1703508?fccid=50063d5eca82e2b2&vjs=3
5,"Threat Analyst, Adult Nudity & Sexual Activity (ANSA)",TikTok,Not Disclosed,3.3,No,https://www.indeed.com/rc/clk?jk=ea93db9c80d0046c&fccid=caed318a9335aac0&vjs=3
6,Backend Engineer,Tellus Solutions Inc,Up to $64.28 an hour,N/A,Yes,https://www.indeed.com/company/Tellus-Solutions-INC/jobs/Backend-Engineer-c1134a51ddbd3723?fccid=74ccc3ce7f961a73&vjs=3
7,Python Developer,KWS Pvt. Ltd,"Up to $130,000 a year",N/A,No,https://www.indeed.com/company/KWS-Pvt.-Ltd/jobs/Python-Developer-a1007b87c4eb4cf4?fccid=eb6d234ae6e554eb&vjs=3
8,Backend Engineer with Java or Python Exp,Tellus solutions,Up to $64 an hour,4.1,Yes,https://www.indeed.com/company/Tellus-Solutions/jobs/Backend-Engineer-Java-or-Python-Exp-2e90eed28d00a1a2?fccid=def1eacd3dd4aba0&vjs=3
9,Python Automation,HCL America Inc,"From $112,000 a year",3.7,No,https://www.indeed.com/company/HCL-Technologies/jobs/Python-Automation-766655b209c83204?fccid=92a79710d9899fa9&vjs=3
10,Python Automation Tester,CloudPoint Systems inc.,Not Disclosed,N/A,Yes,https://www.indeed.com/company/CloudPoint-Systems-inc./jobs/Python-Automation-Tester-d69087c4b4c43b06?fccid=dfd078dc553f2029&vjs=3
11,Python Developer,"Computer Enterprises, Inc. (CEI)",$60 - $76 an hour,N/A,Yes,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AVVnl_N3xmP3MApcGA3sr6MLnz8P423WWILI1WvbjE8Ry71v-lom9NKs8rBQiPPSc_Ej30VjNCn07Z_3FQJLJOh5qkKs-m46QH5c1Oe_j4-WMd4NYjIBxqBxuB2ujzwV1NUYI3P-M3vPppNAXc39PlVNUEH_UIQfNLZjIzyx2aMrnZVUUiR2Fl9SIRVwiZg37zELKV_0izfEjf79lRcnhbVd55dk1B_JbuhFuLlN49Sj7eNbddj0hu1zLu5oZlXFdm89maBcGhlOrYLSKxBQ5_wUcIII4FzIJO4wQXGQfdHyfx5GKe2UFAC_5HoIJB5A_SG0SYvw0HpU_-zgv-PFp8HfqwHdht8Pzw2KkKMhY8ofB4IDGCpqBxAhSFd3UWe2pmWeK-0x11QIm2h20ItvhDyxVPd9KPH99iJGq2UZWklzOqP1bwCkhgwIUDZ0-ErY9sZpJXi3ivJLR1wBvd9Kda2vssJVoX7dott9mPOX7-agasvMkt1uPz&xkcb=SoDo-_M3ZP-m3Zy-AR0ObzkdCdPP&p=11&fvj=1&vjs=3
12,Python Developer,Proits HUB LLC,Up to $60 an hour,N/A,Yes,https://www.indeed.com/company/Proits-HUB-LLC/jobs/Python-Developer-d8ce25d645132e96?fccid=a9a66ff7eed8e23d&vjs=3
13,Linux Admin,Geopaq Logic,Not Disclosed,N/A,Yes,https://www.indeed.com/company/Geopaq-Logic/jobs/Linux-Admin-851f307f6e0450fc?fccid=e9346be6db2c8ffa&vjs=3
14,"Machine Learning Engineer, University Graduate (Search TikTo...",TikTok,Not Disclosed,3.3,Yes,https://www.indeed.com/rc/clk?jk=77b0fa61e03d81ad&fccid=caed318a9335aac0&vjs=3
15,Python Engineer,"Ursus, Inc.",Not Disclosed,4.9,No,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CT8vBT9H5mqECx2dfLV_FONLPDKpIRssxVwtj05Tmm4rA5I0VNOPdM1oYsK66ov5pXwwZ9pBHUxn86wFnkOQj7J-ZkFYekJz6-8Dek9ty65EtSuUYZUk7i95Bwpzs-RVPWRb6-B3wSufJ1E2hJOaLMZGtXQFpuDCyrIpT1R5NCg5vfGnPvIMDLsIJ70A4-z_fxHpb8RoFmh_tMJghWIA_9-ocATaErh76L-tAgTGbuRO6iMNjpt3rZg4iwIHPP1kCbW4SMSTSgJJZD-3F9LZZUbyYLC5HCELkSEmQAgTgbX0gMQyK3bJwanY1KfzjqCE9yKC5cSKaGMFIX2P15T3LxmK8T4UBR-MK-AgR1jte9eCipFbpKbrD7lbUhMyniZ1qwkqMY2U2CrEyv2A06yFIB5NuPCNqaGaRX-zwSJyatMiHu4vwadNLaXyqbv_Cq8AwgfgRfFWdD1H2H0FCBL5jJLOa4rOSnqmgwvA16LkFKReZvT4HsbszBkue-mjgbkuzxG5Bv8MP_mimMg-YfuI4AIXr0j5vylws1SgyL26kt4LGxYp45iwXwVswfXBumYhxfyPufEBhN4cEQLts9ydrSyA27raD93hgMeK5eIxKpBCYEbFd3FEi_iPBIqidXJigmg8TlKx4l4dOrf6gGHsMQ7ddUwOGbXz4YUDYR_z3Lrb_GzyQcwl-ofcoIP6CEDkV0tiGHEQBGXH-RdNZYeQHQ3-YAF4Zq9fLizUOQNSM_6ilNipsRsYj2-f0fRw8eAZOkEqtOo0ParY7rW9iqvLJ2eCdyxmYVrdlsG9Y0AjzwyxszAOuy10EasOhR1Gp22bXGO_tc57uUrSzBO6eKt10h8FELQoJ7oOMkkcwGQkLF2YbT85ZQGHvD_-RdmbZtk7O_aMaIJAXIEZoQ7Pm9fzd0zWwkW1nsXe6s_XEZ-Ag-0r2-k-7OSSx3WUKZa7BC79WjbKcorYE2g0Y8DhEEDxvZ3Re8Gsf1QCDPhbS7i_dVdw==&xkcb=SoBk-_M3ZP-mdu6tkZ0LbzkdCdPP&p=0&fvj=0&vjs=3
16,Linux Admin,Geopaq Logic,Not Disclosed,N/A,Yes,https://www.indeed.com/company/Geopaq-Logic/jobs/Linux-Admin-851f307f6e0450fc?fccid=e9346be6db2c8ffa&vjs=3
17,Python Developer,Mindtree,"From $90,000 a year",3.8,No,https://www.indeed.com/company/Mindtree/jobs/Python-Developer-9fa42817bb6847d8?fccid=06144ac9f6d50e38&vjs=3
18,Python Developer,Aries Solutions,$56 - $60 an hour,N/A,No,https://www.indeed.com/company/Aries-Solutions/jobs/Python-Developer-ec7fea6a80aff10f?fccid=34889810bb07f7de&vjs=3
19,Python Developer,Anlage,$40 - $50 an hour,N/A,No,https://www.indeed.com/company/Anlage/jobs/Python-Developer-6adf8bc08b83b0fb?fccid=db08a93824358b89&vjs=3
20,Python Framework Developer,LOCKHEED MARTIN CORPORATION,Not Disclosed,4.0,No,https://www.indeed.com/rc/clk?jk=c40547d4c67397fe&fccid=aeb15e43a6800b9d&vjs=3
21,"Software Engineer, University Graduate (App Monetization)-20...",TikTok,Not Disclosed,3.3,Yes,https://www.indeed.com/rc/clk?jk=5f648fedc605e8dd&fccid=caed318a9335aac0&vjs=3
22,Data Science Graduate,Hewlett Packard Enterprise,Not Disclosed,3.8,Yes,https://www.indeed.com/rc/clk?jk=42a78e91d010b05d&fccid=216eb700022de6f6&vjs=3
23,OS Tester,eJangar Inc. DBA eJAmerica,"$90,000 a year",N/A,Yes,https://www.indeed.com/company/eJangar-Inc.-DBA-eJAmerica/jobs/Os-Tester-ae7b21c6a58dd6e0?fccid=f6715e93a4705af2&vjs=3
24,API Tester (Python),TY Software,"$64,937 - $94,798 a year",N/A,No,https://www.indeed.com/company/TY-Software/jobs/API-Tester-e96655cf009fc267?fccid=cdda017660aeffca&vjs=3
25,Wireless Testing and Test Development Engineer,"Yoh, A Day & Zimmermann Company",Not Disclosed,3.7,Yes,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ae6Qmv8rNb3d5rEsMPL_plhvilYeiJERi7JqghURwQ9bq2mHgMGRGPHap0kt02TPjYfZSpcVhxMVy0dSsrNgy5RD9vRDAyGqXnEbo6Sc4DYJEM2JJ0q05pu0oanns4fGwRNJC794sqGkbYV0e-dEe7RHrPP6yhnZgI2RlawcL5vH7fpcSfSarjxrE_DEfDBFTfELv2YQzLg--D8_LvdHW-dVsMxpTXQjwhLnHp7afTKwCQrTKpLQeaWt35qUB_xpsLVqI6N0J30WdBd7Acm8kKTETYilRxO7hMnhGDEC9nh6G0q0FXliNlL9-Cs0xcR_if0dFAAbpQOuj9oKwbMZQM3wdjX-JcD5KuAPJRT3mcfFofg5LdOm-cTfl7E4Sk2Z8XQwZTA2c8r_u7YyLvErhEu4Jpj4lsgK3Q4nbRtuBu49R9hAhhaevZEo4ldnCs7iHXX9v3EBqPeN9kjbEH2rGMCe8C8qsFRkU=&xkcb=SoAj-_M3ZP-mdp6tkZ0KbzkdCdPP&p=10&fvj=0&vjs=3
26,"Data Scientist, Analytics (University Grad)",Roku,Not Disclosed,3.0,Yes,https://www.indeed.com/rc/clk?jk=0dd57d327f20c4cf&fccid=f7f27aafffbc37a6&vjs=3
27,"Software Engineer, Python - NEON",Samsung Research America,Not Disclosed,3.8,No,https://www.indeed.com/rc/clk?jk=5893102d51f0ed2b&fccid=f98eb70205204fcf&vjs=3
28,Data Analyst – Biochip R&D Group,Cepheid,Not Disclosed,3.5,No,https://www.indeed.com/rc/clk?jk=662844c5351a51c0&fccid=2dc2f35c3405a529&vjs=3
29,"Software Engineer, University Graduate (Test Infra - Backend...",TikTok,Not Disclosed,3.3,Yes,https://www.indeed.com/rc/clk?jk=ec324c8902595613&fccid=caed318a9335aac0&vjs=3
30,Entry Level Client Facing Technical Support Developer: 2023,IBM,Not Disclosed,3.9,No,https://www.indeed.com/rc/clk?jk=6bf462398e074248&fccid=de71a49b535e21cb&vjs=3
31,Data Engineer,DGN Technologies,$70 an hour,N/A,Yes,https://www.indeed.com/company/SNWInfoTech/jobs/Data-Engineer-3494c9f4c795e5fc?fccid=f4ace8200840ec74&vjs=3
32,Linux Administrator,Geopaq Logic,$45 - $65 an hour,N/A,Yes,https://www.indeed.com/company/Geopaq-Logic/jobs/Linux-Administrator-ce6b1ca4c6cda966?fccid=e9346be6db2c8ffa&vjs=3
33,Software Engineer - Undergrad New College Grad - Multiple Lo...,Visa,Not Disclosed,3.9,Yes,https://www.indeed.com/rc/clk?jk=d350b4cb707f25f1&fccid=a3f737e511d9fc8c&vjs=3
34,Python Engineer III,Facebook,$70 - $75 an hour,N/A,No,https://www.indeed.com/company/Health-Care-workforce-Logistics-and-workforce/jobs/Python-Engineer-494625adad5f9414?fccid=80699f519f1e4e6a&vjs=3
35,Data Analyst with Excel and Python,Formac,$30 - $62 an hour,N/A,No,https://www.indeed.com/company/FORMAC/jobs/Data-Analyst-Excel-Python-f808eb0b31e8468a?fccid=9700547e24b48fe2&vjs=3
36,Python Developer,SpanIdea Systems,$60 - $70 an hour,N/A,No,https://www.indeed.com/company/Spanidea-Systems/jobs/Python-Developer-a6b6da595ffa0a82?fccid=0d33eb8110cc8c07&vjs=3
37,Python Manual Tester,RxCloud,$45.61 - $60.29 an hour,N/A,Yes,https://www.indeed.com/company/RxCloud/jobs/Python-Manual-Tester-6a11449d2ccd9e91?fccid=50c6c5f1c4009327&vjs=3
38,"2023 University Graduate - Software Engineer, Ethos",Adobe,Not Disclosed,4.3,Yes,https://www.indeed.com/rc/clk?jk=dba87c982f7369f5&fccid=f89deb5a97c7738a&vjs=3
39,Software Engineer - Early in Career,Splunk,"$80,000 a year",4.2,Yes,https://www.indeed.com/rc/clk?jk=14e9a75d516e480b&fccid=aef928e89977f7f0&vjs=3
40,"Network Engineer, Google Global Networking",Google,Not Disclosed,4.3,No,https://www.indeed.com/rc/clk?jk=27f9440e2da04a37&fccid=a5b4499d9e91a5c6&vjs=3
